id,date,sleep_time,bed_time,wake_time
1503960366,2016-04-12,327,346,19
1503960366,2016-04-13,384,407,23
1503960366,2016-04-15,412,442,30
1503960366,2016-04-16,340,367,27
1503960366,2016-04-17,700,712,12
1503960366,2016-04-19,304,320,16
1503960366,2016-04-20,360,377,17
1503960366,2016-04-21,325,364,39
1503960366,2016-04-23,361,384,23
1503960366,2016-04-24,430,449,19
1503960366,2016-04-25,277,323,46
1503960366,2016-04-26,245,274,29
1503960366,2016-04-28,366,393,27
1503960366,2016-04-29,341,354,13
1503960366,2016-04-30,404,425,21
1503960366,2016-05-01,369,396,27
1503960366,2016-05-02,277,309,32
1503960366,2016-05-03,273,296,23
1503960366,2016-05-05,247,264,17
1503960366,2016-05-06,334,367,33
1503960366,2016-05-07,331,349,18
1503960366,2016-05-08,594,611,17
1503960366,2016-05-09,338,342,4
1503960366,2016-05-10,383,403,20
1503960366,2016-05-11,285,306,21
1644430081,2016-04-29,119,127,8
1644430081,2016-04-30,124,142,18
1644430081,2016-05-02,796,961,165
1644430081,2016-05-08,137,154,17
1844505072,2016-04-15,644,961,317
1844505072,2016-04-30,722,961,239
1844505072,2016-05-01,590,961,371
1927972279,2016-04-12,750,775,25
1927972279,2016-04-13,398,422,24
1927972279,2016-04-15,475,499,24
1927972279,2016-04-26,296,315,19
1927972279,2016-04-28,166,178,12
2026352035,2016-04-12,503,546,43
2026352035,2016-04-13,531,565,34
2026352035,2016-04-14,545,568,23
2026352035,2016-04-15,523,573,50
2026352035,2016-04-16,524,567,43
2026352035,2016-04-17,437,498,61
2026352035,2016-04-19,498,540,42
2026352035,2016-04-20,461,510,49
2026352035,2016-04-21,477,514,37
2026352035,2016-04-22,520,545,25
2026352035,2016-04-23,522,554,32
2026352035,2016-04-24,555,591,36
2026352035,2016-04-25,506,531,25
2026352035,2016-04-27,508,545,37
2026352035,2016-04-28,513,545,32
2026352035,2016-04-29,490,510,20
2026352035,2016-04-30,573,607,34
2026352035,2016-05-01,527,546,19
2026352035,2016-05-02,511,543,32
2026352035,2016-05-04,538,560,22
2026352035,2016-05-05,468,485,17
2026352035,2016-05-06,524,548,24
2026352035,2016-05-07,511,521,10
2026352035,2016-05-08,541,568,27
2026352035,2016-05-09,531,556,25
2026352035,2016-05-10,357,380,23
2026352035,2016-05-11,523,553,30
2026352035,2016-05-12,456,485,29
2320127002,2016-04-23,61,69,8
2347167796,2016-04-13,467,531,64
2347167796,2016-04-14,445,489,44
2347167796,2016-04-15,452,504,52
2347167796,2016-04-17,556,602,46
2347167796,2016-04-18,500,557,57
2347167796,2016-04-19,465,514,49
2347167796,2016-04-21,460,484,24
2347167796,2016-04-22,405,461,56
2347167796,2016-04-23,374,386,12
2347167796,2016-04-24,442,459,17
2347167796,2016-04-25,433,471,38
2347167796,2016-04-26,436,490,54
2347167796,2016-04-27,448,499,51
2347167796,2016-04-28,408,450,42
2347167796,2016-04-29,411,473,62
3977333714,2016-04-12,274,469,195
3977333714,2016-04-13,295,456,161
3977333714,2016-04-14,291,397,106
3977333714,2016-04-15,424,556,132
3977333714,2016-04-16,283,510,227
3977333714,2016-04-17,381,566,185
3977333714,2016-04-18,412,522,110
3977333714,2016-04-19,219,395,176
3977333714,2016-04-20,152,305,153
3977333714,2016-04-21,332,512,180
3977333714,2016-04-22,355,476,121
3977333714,2016-04-23,235,372,137
3977333714,2016-04-24,310,526,216
3977333714,2016-04-25,262,467,205
3977333714,2016-04-26,250,371,121
3977333714,2016-04-27,349,540,191
3977333714,2016-04-28,261,423,162
3977333714,2016-04-29,333,478,145
3977333714,2016-04-30,237,382,145
3977333714,2016-05-01,383,626,243
3977333714,2016-05-02,230,384,154
3977333714,2016-05-03,292,500,208
3977333714,2016-05-04,213,336,123
3977333714,2016-05-05,318,480,162
3977333714,2016-05-06,323,512,189
3977333714,2016-05-07,237,443,206
3977333714,2016-05-08,259,456,197
3977333714,2016-05-10,312,452,140
4020332650,2016-04-12,501,541,40
4020332650,2016-04-16,77,77,0
4020332650,2016-05-03,322,332,10
4020332650,2016-05-04,478,536,58
4020332650,2016-05-05,226,248,22
4020332650,2016-05-06,385,408,23
4020332650,2016-05-08,364,402,38
4020332650,2016-05-10,442,494,52
4319703577,2016-04-14,535,557,22
4319703577,2016-04-15,465,491,26
4319703577,2016-04-16,506,522,16
4319703577,2016-04-18,515,551,36
4319703577,2016-04-19,461,498,37
4319703577,2016-04-20,523,543,20
4319703577,2016-04-21,59,65,6
4319703577,2016-04-22,533,550,17
4319703577,2016-04-23,692,722,30
4319703577,2016-04-24,467,501,34
4319703577,2016-04-25,488,506,18
4319703577,2016-04-26,505,516,11
4319703577,2016-04-27,286,307,21
4319703577,2016-04-28,497,522,25
4319703577,2016-04-29,523,546,23
4319703577,2016-04-30,490,516,26
4319703577,2016-05-01,484,500,16
4319703577,2016-05-02,478,506,28
4319703577,2016-05-03,474,512,38
4319703577,2016-05-06,450,491,41
4319703577,2016-05-07,507,530,23
4319703577,2016-05-08,602,638,36
4319703577,2016-05-09,535,565,30
4319703577,2016-05-10,487,517,30
4319703577,2016-05-11,529,558,29
4319703577,2016-05-12,302,321,19
4388161847,2016-04-15,499,526,27
4388161847,2016-04-16,426,448,22
4388161847,2016-04-17,619,641,22
4388161847,2016-04-18,99,104,5
4388161847,2016-04-19,329,338,9
4388161847,2016-04-20,421,451,30
4388161847,2016-04-21,442,458,16
4388161847,2016-04-22,82,85,3
4388161847,2016-04-23,478,501,23
4388161847,2016-04-24,552,595,43
4388161847,2016-04-26,319,346,27
4388161847,2016-04-27,439,500,61
4388161847,2016-04-28,428,458,30
4388161847,2016-04-30,409,430,21
4388161847,2016-05-01,547,597,50
4388161847,2016-05-02,368,376,8
4388161847,2016-05-04,390,414,24
4388161847,2016-05-05,471,495,24
4388161847,2016-05-07,472,496,24
4388161847,2016-05-08,529,541,12
4388161847,2016-05-09,62,65,3
4388161847,2016-05-10,354,375,21
4388161847,2016-05-11,469,494,25
4445114986,2016-04-12,429,457,28
4445114986,2016-04-13,370,406,36
4445114986,2016-04-14,441,492,51
4445114986,2016-04-15,337,379,42
4445114986,2016-04-16,462,499,37
4445114986,2016-04-17,98,107,9
4445114986,2016-04-19,388,424,36
4445114986,2016-04-20,439,462,23
4445114986,2016-04-21,436,469,33
4445114986,2016-04-22,388,417,29
4445114986,2016-04-25,328,345,17
4445114986,2016-04-26,353,391,38
4445114986,2016-04-27,332,374,42
4445114986,2016-04-28,419,442,23
4445114986,2016-04-29,106,108,2
4445114986,2016-04-30,322,353,31
4445114986,2016-05-01,439,459,20
4445114986,2016-05-02,502,542,40
4445114986,2016-05-03,417,450,33
4445114986,2016-05-04,337,363,26
4445114986,2016-05-05,462,513,51
4445114986,2016-05-06,374,402,28
4445114986,2016-05-07,401,436,35
4445114986,2016-05-08,361,391,30
4445114986,2016-05-09,457,533,76
4445114986,2016-05-10,405,426,21
4445114986,2016-05-11,499,530,31
4445114986,2016-05-12,483,501,18
4558609924,2016-04-21,126,137,11
4558609924,2016-04-26,103,121,18
4558609924,2016-04-29,171,179,8
4558609924,2016-05-01,115,129,14
4558609924,2016-05-08,123,134,11
4702921684,2016-04-12,425,439,14
4702921684,2016-04-13,400,430,30
4702921684,2016-04-14,384,415,31
4702921684,2016-04-15,253,257,4
4702921684,2016-04-16,382,406,24
4702921684,2016-04-17,591,612,21
4702921684,2016-04-18,293,312,19
4702921684,2016-04-19,457,487,30
4702921684,2016-04-20,454,468,14
4702921684,2016-04-21,425,434,9
4702921684,2016-04-23,465,475,10
4702921684,2016-04-24,480,506,26
4702921684,2016-04-25,370,380,10
4702921684,2016-04-26,421,429,8
4702921684,2016-04-27,432,449,17
4702921684,2016-04-28,442,461,19
4702921684,2016-04-29,433,447,14
4702921684,2016-04-30,479,501,22
4702921684,2016-05-03,327,373,46
4702921684,2016-05-04,412,434,22
4702921684,2016-05-05,414,428,14
4702921684,2016-05-06,404,449,45
4702921684,2016-05-07,520,543,23
4702921684,2016-05-09,435,458,23
4702921684,2016-05-10,416,431,15
4702921684,2016-05-11,354,366,12
4702921684,2016-05-12,404,442,38
5553957443,2016-04-12,441,464,23
5553957443,2016-04-13,455,488,33
5553957443,2016-04-14,357,418,61
5553957443,2016-04-15,377,409,32
5553957443,2016-04-16,651,686,35
5553957443,2016-04-17,350,402,52
5553957443,2016-04-18,520,541,21
5553957443,2016-04-19,357,410,53
5553957443,2016-04-20,658,678,20
5553957443,2016-04-21,399,431,32
5553957443,2016-04-22,322,353,31
5553957443,2016-04-23,631,725,94
5553957443,2016-04-24,553,640,87
5553957443,2016-04-25,433,468,35
5553957443,2016-04-26,412,453,41
5553957443,2016-04-27,347,391,44
5553957443,2016-04-28,421,457,36
5553957443,2016-04-29,450,495,45
5553957443,2016-04-30,775,843,68
5553957443,2016-05-01,622,686,64
5553957443,2016-05-02,409,471,62
5553957443,2016-05-03,380,429,49
5553957443,2016-05-04,447,470,23
5553957443,2016-05-05,419,464,45
5553957443,2016-05-06,400,434,34
5553957443,2016-05-07,442,470,28
5553957443,2016-05-08,568,608,40
5553957443,2016-05-09,453,494,41
5553957443,2016-05-10,418,443,25
5553957443,2016-05-11,463,486,23
5553957443,2016-05-12,438,475,37
5577150313,2016-04-12,419,438,19
5577150313,2016-04-13,432,458,26
5577150313,2016-04-14,477,497,20
5577150313,2016-04-15,392,413,21
5577150313,2016-04-16,406,445,39
5577150313,2016-04-17,549,583,34
5577150313,2016-04-18,527,553,26
5577150313,2016-04-19,449,465,16
5577150313,2016-04-20,447,480,33
5577150313,2016-04-21,414,437,23
5577150313,2016-04-22,338,366,28
5577150313,2016-04-23,384,402,18
5577150313,2016-04-24,543,615,72
5577150313,2016-04-25,421,461,40
5577150313,2016-04-26,354,377,23
5577150313,2016-04-27,424,452,28
5577150313,2016-04-28,361,372,11
5577150313,2016-04-29,459,485,26
5577150313,2016-04-30,412,433,21
5577150313,2016-05-01,379,398,19
5577150313,2016-05-02,525,553,28
5577150313,2016-05-03,508,543,35
5577150313,2016-05-04,603,634,31
5577150313,2016-05-05,74,78,4
5577150313,2016-05-10,504,562,58
5577150313,2016-05-11,431,476,45
6117666160,2016-04-16,380,398,18
6117666160,2016-04-17,336,350,14
6117666160,2016-04-18,493,510,17
6117666160,2016-04-19,465,492,27
6117666160,2016-04-20,474,502,28
6117666160,2016-04-21,508,550,42
6117666160,2016-04-22,480,546,66
6117666160,2016-04-23,492,539,47
6117666160,2016-04-24,353,367,14
6117666160,2016-04-27,542,557,15
6117666160,2016-04-28,393,416,23
6117666160,2016-04-29,600,636,36
6117666160,2016-05-01,507,575,68
6117666160,2016-05-05,392,415,23
6117666160,2016-05-06,658,698,40
6117666160,2016-05-07,498,507,9
6117666160,2016-05-08,555,603,48
6117666160,2016-05-09,492,522,30
6775888955,2016-04-13,235,260,25
6775888955,2016-04-14,423,441,18
6775888955,2016-04-15,391,406,15
6962181067,2016-04-12,366,387,21
6962181067,2016-04-13,630,679,49
6962181067,2016-04-14,508,535,27
6962181067,2016-04-15,370,386,16
6962181067,2016-04-16,357,366,9
6962181067,2016-04-17,427,446,19
6962181067,2016-04-18,442,458,16
6962181067,2016-04-19,476,535,59
6962181067,2016-04-20,418,424,6
6962181067,2016-04-21,451,457,6
6962181067,2016-04-22,425,435,10
6962181067,2016-04-23,528,546,18
6962181067,2016-04-24,511,514,3
6962181067,2016-04-25,400,415,15
6962181067,2016-04-26,441,446,5
6962181067,2016-04-27,455,467,12
6962181067,2016-04-28,440,453,13
6962181067,2016-04-29,433,447,14
6962181067,2016-04-30,422,424,2
6962181067,2016-05-01,411,426,15
6962181067,2016-05-02,466,482,16
6962181067,2016-05-03,394,418,24
6962181067,2016-05-04,442,455,13
6962181067,2016-05-05,467,491,24
6962181067,2016-05-06,443,462,19
6962181067,2016-05-07,298,334,36
6962181067,2016-05-08,541,569,28
6962181067,2016-05-09,489,497,8
6962181067,2016-05-10,469,481,12
6962181067,2016-05-11,452,480,28
6962181067,2016-05-12,516,535,19
7007744171,2016-04-16,79,82,3
7007744171,2016-05-01,58,61,3
7086361926,2016-04-12,514,525,11
7086361926,2016-04-13,451,465,14
7086361926,2016-04-14,472,476,4
7086361926,2016-04-15,377,386,9
7086361926,2016-04-19,472,483,11
7086361926,2016-04-20,492,502,10
7086361926,2016-04-21,390,411,21
7086361926,2016-04-22,428,448,20
7086361926,2016-04-24,681,704,23
7086361926,2016-04-25,446,447,1
7086361926,2016-04-26,485,500,15
7086361926,2016-04-27,469,479,10
7086361926,2016-04-28,354,367,13
7086361926,2016-04-30,485,489,4
7086361926,2016-05-01,388,407,19
7086361926,2016-05-02,440,459,19
7086361926,2016-05-03,456,461,5
7086361926,2016-05-04,420,436,16
7086361926,2016-05-06,322,333,11
7086361926,2016-05-07,530,548,18
7086361926,2016-05-08,481,510,29
7086361926,2016-05-09,427,438,11
7086361926,2016-05-11,451,463,12
7086361926,2016-05-12,444,457,13
8053475328,2016-04-20,486,493,7
8053475328,2016-04-23,331,337,6
8053475328,2016-05-07,74,75,1
8378563200,2016-04-12,338,356,18
8378563200,2016-04-13,447,487,40
8378563200,2016-04-14,424,455,31
8378563200,2016-04-15,513,533,20
8378563200,2016-04-16,611,689,78
8378563200,2016-04-17,525,591,66
8378563200,2016-04-18,398,451,53
8378563200,2016-04-19,387,421,34
8378563200,2016-04-20,381,409,28
8378563200,2016-04-21,396,417,21
8378563200,2016-04-22,441,469,28
8378563200,2016-04-23,565,591,26
8378563200,2016-04-24,458,492,34
8378563200,2016-04-25,388,402,14
8378563200,2016-04-26,550,584,34
8378563200,2016-04-27,531,600,69
8378563200,2016-04-28,506,556,50
8378563200,2016-04-29,527,562,35
8378563200,2016-04-30,468,555,87
8378563200,2016-05-01,475,539,64
8378563200,2016-05-02,351,385,34
8378563200,2016-05-03,405,429,24
8378563200,2016-05-04,441,477,36
8378563200,2016-05-05,381,417,36
8378563200,2016-05-06,323,355,32
8378563200,2016-05-07,459,513,54
8378563200,2016-05-08,545,606,61
8378563200,2016-05-09,359,399,40
8378563200,2016-05-10,342,391,49
8378563200,2016-05-11,368,387,19
8378563200,2016-05-12,496,546,50
8792009665,2016-04-12,458,493,35
8792009665,2016-04-13,531,552,21
8792009665,2016-04-14,486,503,17
8792009665,2016-04-15,363,377,14
8792009665,2016-04-20,528,547,19
8792009665,2016-04-22,391,407,16
8792009665,2016-04-23,339,360,21
8792009665,2016-04-27,423,428,5
8792009665,2016-04-28,402,416,14
8792009665,2016-04-29,398,406,8
8792009665,2016-04-30,343,360,17
8792009665,2016-05-01,503,527,24
8792009665,2016-05-02,415,423,8
8792009665,2016-05-03,516,545,29
8792009665,2016-05-04,439,463,24
